"prov.orig","prov.comp","temp","cup","elpd"
"NB2","IN",20,"101",-12.6551077145905
"ON","IN",20,"101",-6.41690891616073
"QC","IN",20,"101",-17.2406578178833
"IN","IPU",20,"101",-5.03648194196138
"IPU","IPU",20,"101",-2.96952987710837
"NB2","IPU",20,"101",-6.34689943944732
"ON","IPU",20,"101",-5.03648194196138
"QC","IPU",20,"101",-8.18365585334008
"IN","NB2",20,"101",-9.28806095455743
"IPU","NB2",20,"101",-8.67131162367425
"NB2","NB2",20,"101",-6.90530927339229
"ON","NB2",20,"101",-9.28806095455743
"QC","NB2",20,"101",-5.44015466742662
"IN","ON",20,"101",-7.5759117676428
"IPU","ON",20,"101",-6.80162018468357
"NB2","ON",20,"101",-7.60189285776249
"ON","ON",20,"101",-4.10140738325074
"QC","ON",20,"101",-5.06699537733915
"IN","QC",20,"101",-8.61911993631262
"IPU","QC",20,"101",-8.29768865259677
"NB2","QC",20,"101",-8.12168125493447
"ON","QC",20,"101",-8.61911993631262
"QC","QC",20,"101",-5.87375780913618
"IPU","AB",25,"101",-4.51375186770051
"QC","AB",25,"101",-3.23833761683849
"IPU","IN",25,"101",-2.46022602212672
"QC","IN",25,"101",-5.52206194076065
"IPU","IPU",25,"101",-4.28427540466815
"QC","IPU",25,"101",-1.89903175616352
"IPU","NB2",25,"101",-13.8570591869668
"QC","NB2",25,"101",-5.2868976624191
"IPU","ON",25,"101",-12.4571804474328
"QC","ON",25,"101",-4.37525729601262
"IPU","QC",25,"101",-11.6420274255961
"QC","QC",25,"101",-1.809529374606
"IN","AB",30,"101",-5.43838893235043
"IPU","AB",30,"101",-5.38225468117681
"NB2","AB",30,"101",-4.8297056755435
"ON","AB",30,"101",-5.44244536043553
"QC","AB",30,"101",-5.45060980759301
"IN","IN",30,"101",-4.35646299272561
"IPU","IN",30,"101",-3.23317259628618
"NB2","IN",30,"101",-5.3630577336727
"ON","IN",30,"101",-5.88797530506134
"QC","IN",30,"101",-4.59692324445938
"IN","IPU",30,"101",-5.20883299953038
"IPU","IPU",30,"101",-2.78211265184326
"NB2","IPU",30,"101",-4.04682897840457
"ON","IPU",30,"101",-5.79606656850219
"QC","IPU",30,"101",-4.7205455754474
"IN","NB2",30,"101",-5.9851180597279
"IPU","NB2",30,"101",-9.75628095851558
"NB2","NB2",30,"101",-3.22542746012163
"ON","NB2",30,"101",-8.00506035259299
"QC","NB2",30,"101",-7.50755136096269
"IN","ON",30,"101",-5.58427276745064
"IPU","ON",30,"101",-9.63627619533699
"NB2","ON",30,"101",-4.61345545133028
"ON","ON",30,"101",-3.56910791519598
"QC","ON",30,"101",-7.13563109039642
"IN","QC",30,"101",-5.62489938997173
"IPU","QC",30,"101",-8.15302606009761
"NB2","QC",30,"101",-4.78966760503801
"ON","QC",30,"101",-7.08578738512415
"QC","QC",30,"101",-3.59379736322247
"NB2","AB",35,"101",-5.66813471582965
"ON","AB",35,"101",-7.35676903906441
"QC","AB",35,"101",-5.84010912719538
"NB2","IN",35,"101",-7.56355865299918
"ON","IN",35,"101",-6.00574466033319
"QC","IN",35,"101",-5.4642652993396
"NB2","IPU",35,"101",-6.63227012731514
"ON","IPU",35,"101",-5.43573928289229
"QC","IPU",35,"101",-7.38444207393966
"NB2","NB2",35,"101",-5.29630318877378
"ON","NB2",35,"101",-21.8483590912148
"QC","NB2",35,"101",-11.8324003755747
"NB2","ON",35,"101",-5.1046532238763
"ON","ON",35,"101",-7.12346662401527
"QC","ON",35,"101",-7.18770711174692
"NB2","QC",35,"101",-5.76575246477374
"ON","QC",35,"101",-14.4533042119083
"QC","QC",35,"101",-5.35830824024876
"IPU","AB",5,"102",-4.91084950859142
"IPU","IN",5,"102",-4.74630031318169
"IPU","IPU",5,"102",-3.8416140955001
"IPU","NB2",5,"102",-8.33758778656147
"IPU","ON",5,"102",-7.74113907928947
"IPU","QC",5,"102",-9.06847467317991
"NB2","AB",10,"102",-4.97247180731832
"ON","AB",10,"102",-5.92213767557818
"QC","AB",10,"102",-5.79799923712975
"NB2","IN",10,"102",-5.30264846179926
"ON","IN",10,"102",-11.0567098883729
"QC","IN",10,"102",-7.94070601207354
"NB2","IPU",10,"102",-4.11863226775016
"ON","IPU",10,"102",-6.39968264395997
"QC","IPU",10,"102",-4.90287897193602
"NB2","NB2",10,"102",-4.13905448654091
"ON","NB2",10,"102",-4.96357228893043
"QC","NB2",10,"102",-6.82676491403076
"NB2","ON",10,"102",-8.03883035509444
"ON","ON",10,"102",-3.25309258443764
"QC","ON",10,"102",-6.52083659675553
"NB2","QC",10,"102",-8.18098641362906
"ON","QC",10,"102",-4.95332539034907
"QC","QC",10,"102",-4.19439303785857
"IPU","AB",15,"102",-8.17461166548523
"IPU","IN",15,"102",-6.20155520660267
"IPU","IPU",15,"102",-4.32623205316805
"IPU","NB2",15,"102",-24.1353031098587
"IPU","ON",15,"102",-28.3316716217476
"IPU","QC",15,"102",-24.6710413097727
"IN","AB",20,"102",-6.03792105183302
"IPU","AB",20,"102",-5.52840162685519
"NB2","AB",20,"102",-5.62159436914973
"ON","AB",20,"102",-6.85540162142896
"QC","AB",20,"102",-5.28717481364791
"IN","IN",20,"102",-5.26652648284648
"IPU","IN",20,"102",-4.43326940265815
"NB2","IN",20,"102",-11.5578952129828
"ON","IN",20,"102",-15.2454463053044
"QC","IN",20,"102",-10.6156234304356
"IN","IPU",20,"102",-8.10361344787058
"IPU","IPU",20,"102",-2.62153988449409
"NB2","IPU",20,"102",-5.83118093099872
"ON","IPU",20,"102",-11.495157238426
"QC","IPU",20,"102",-4.89226080719182
"IN","NB2",20,"102",-7.71473748156649
"IPU","NB2",20,"102",-11.4579704187747
"NB2","NB2",20,"102",-3.65764885358416
"ON","NB2",20,"102",-8.40037746749939
"QC","NB2",20,"102",-6.17286278207533
"IN","ON",20,"102",-6.55773268648171
"IPU","ON",20,"102",-9.24603502396681
"NB2","ON",20,"102",-4.30448646749513
"ON","ON",20,"102",-7.25617465313834
"QC","ON",20,"102",-4.94078869759668
"IN","QC",20,"102",-7.01629529441215
"IPU","QC",20,"102",-11.1501757850453
"NB2","QC",20,"102",-4.98553188357508
"ON","QC",20,"102",-7.59803961580165
"QC","QC",20,"102",-3.31127512435172
"IPU","AB",25,"102",-3.65589994447718
"QC","AB",25,"102",-10.7551581938613
"IPU","IN",25,"102",-4.88865080528444
"QC","IN",25,"102",-18.4427057717114
"IPU","IPU",25,"102",-3.02068495965488
"QC","IPU",25,"102",-11.9101921373797
"IPU","NB2",25,"102",-6.8208048094856
"QC","NB2",25,"102",-8.76579482701801
"IPU","ON",25,"102",-5.4607008676298
"QC","ON",25,"102",-9.71913096649335
"IPU","QC",25,"102",-5.22200641303111
"QC","QC",25,"102",-14.0060916479655
"IN","AB",30,"102",-5.8857509878945
"IPU","AB",30,"102",-5.87984854902282
"NB2","AB",30,"102",-7.83812545175347
"ON","AB",30,"102",-5.1084813397696
"QC","AB",30,"102",-5.71753893398823
"IN","IN",30,"102",-5.63016742848664
"IPU","IN",30,"102",-7.40471917066736
"NB2","IN",30,"102",-16.3672641330249
"ON","IN",30,"102",-4.71457265009934
"QC","IN",30,"102",-9.27947553450835
"IN","IPU",30,"102",-4.82829560834439
"IPU","IPU",30,"102",-6.72846154974016
"NB2","IPU",30,"102",-15.3905923608286
"ON","IPU",30,"102",-4.4627145272133
"QC","IPU",30,"102",-5.97006326245596
"IN","NB2",30,"102",-9.23118160612831
"IPU","NB2",30,"102",-8.80386571711664
"NB2","NB2",30,"102",-8.50632110486484
"ON","NB2",30,"102",-6.15768377931819
"QC","NB2",30,"102",-4.75506581825173
"IN","ON",30,"102",-9.43773560201537
"IPU","ON",30,"102",-7.20757394933656
"NB2","ON",30,"102",-8.04100260849146
"ON","ON",30,"102",-3.3592794567411
"QC","ON",30,"102",-4.10595845713465
"IN","QC",30,"102",-8.09630472607246
"IPU","QC",30,"102",-7.26902947169342
"NB2","QC",30,"102",-8.32966161809923
"ON","QC",30,"102",-5.23593614579214
"QC","QC",30,"102",-4.22978695118055
"NB2","AB",35,"102",-7.50399494600387
"ON","AB",35,"102",-5.27290245197776
"QC","AB",35,"102",-5.70898791831147
"NB2","IN",35,"102",-12.1386528093653
"ON","IN",35,"102",-4.73849981147384
"QC","IN",35,"102",-6.77587805368341
"NB2","IPU",35,"102",-12.0085812167097
"ON","IPU",35,"102",-6.02180888049437
"QC","IPU",35,"102",-6.96500280738997
"NB2","NB2",35,"102",-4.08118701748743
"ON","NB2",35,"102",-7.64127583666392
"QC","NB2",35,"102",-12.3617195605578
"NB2","ON",35,"102",-5.07404727035193
"ON","ON",35,"102",-3.53242424208607
"QC","ON",35,"102",-6.87861296632203
"NB2","QC",35,"102",-4.66043879283991
"ON","QC",35,"102",-5.17271409123315
"QC","QC",35,"102",-5.53116139837803
"IPU","AB",5,"103",-5.60842355726739
"IPU","IN",5,"103",-5.09049017871163
"IPU","IPU",5,"103",-3.20028922491124
"IPU","NB2",5,"103",-10.1005315417372
"IPU","ON",5,"103",-9.53961859054401
"IPU","QC",5,"103",-11.0942605436282
"NB2","AB",10,"103",-6.0921387494874
"ON","AB",10,"103",-5.39102166835261
"QC","AB",10,"103",-5.65206082080114
"NB2","IN",10,"103",-12.8058602472263
"ON","IN",10,"103",-6.73846039509462
"QC","IN",10,"103",-9.07615757266264
"NB2","IPU",10,"103",-7.24326514648479
"ON","IPU",10,"103",-5.75544055037664
"QC","IPU",10,"103",-4.89320872476524
"NB2","NB2",10,"103",-4.00463790235031
"ON","NB2",10,"103",-6.96957072817904
"QC","NB2",10,"103",-6.13032191324344
"NB2","ON",10,"103",-4.55447335504461
"ON","ON",10,"103",-3.87663172940847
"QC","ON",10,"103",-5.76357516201973
"NB2","QC",10,"103",-4.70328202430109
"ON","QC",10,"103",-7.40665641465361
"QC","QC",10,"103",-3.44233496330892
"IPU","AB",15,"103",-8.73544302273732
"IPU","IN",15,"103",-6.6089983565071
"IPU","IPU",15,"103",-4.63469814945188
"IPU","NB2",15,"103",-26.9964246227167
"IPU","ON",15,"103",-31.1890317011764
"IPU","QC",15,"103",-27.424040405484
"IN","AB",20,"103",-5.29184448252279
"IPU","AB",20,"103",-5.3072630105272
"NB2","AB",20,"103",-5.91282502733688
"ON","AB",20,"103",-6.30524358506767
"QC","AB",20,"103",-5.77698071478457
"IN","IN",20,"103",-3.44731332436954
"IPU","IN",20,"103",-7.22392009879268
"NB2","IN",20,"103",-11.7658026905122
"ON","IN",20,"103",-15.2269025755856
"QC","IN",20,"103",-10.8690801642974
"IN","IPU",20,"103",-4.2924787044983
"IPU","IPU",20,"103",-5.35142900719239
"NB2","IPU",20,"103",-5.211035527233
"ON","IPU",20,"103",-8.02983236921933
"QC","IPU",20,"103",-5.55609261091864
"IN","NB2",20,"103",-7.29646145014607
"IPU","NB2",20,"103",-7.76052607808942
"NB2","NB2",20,"103",-4.16254558491377
"ON","NB2",20,"103",-4.94819476271155
"QC","NB2",20,"103",-6.92882004121937
"IN","ON",20,"103",-5.74109185846983
"IPU","ON",20,"103",-6.09438181886594
"NB2","ON",20,"103",-4.71193385762344
"ON","ON",20,"103",-5.51763141742174
"QC","ON",20,"103",-5.58569383346026
"IN","QC",20,"103",-6.82853560260167
"IPU","QC",20,"103",-7.22044899300054
"NB2","QC",20,"103",-5.51031943752894
"ON","QC",20,"103",-4.61260915034749
"QC","QC",20,"103",-4.07440555704301
"IPU","AB",25,"103",-3.17951387424016
"QC","AB",25,"103",-4.04272200032239
"IPU","IN",25,"103",-3.53699305552626
"QC","IN",25,"103",-8.60466891575489
"IPU","IPU",25,"103",-1.87435508075746
"QC","IPU",25,"103",-3.68242737862347
"IPU","NB2",25,"103",-8.22879158741013
"QC","NB2",25,"103",-4.04177642124675
"IPU","ON",25,"103",-7.68417821489298
"QC","ON",25,"103",-3.39817606343947
"IPU","QC",25,"103",-7.07968482982544
"QC","QC",25,"103",-2.36509515094742
"IN","AB",30,"103",-8.20493243757135
"IPU","AB",30,"103",-5.65317825949755
"NB2","AB",30,"103",-6.0817236390599
"ON","AB",30,"103",-5.96340140704987
"QC","AB",30,"103",-5.26340623286831
"IN","IN",30,"103",-7.9768803764412
"IPU","IN",30,"103",-2.9932449727851
"NB2","IN",30,"103",-9.35519622396496
"ON","IN",30,"103",-6.94433864161796
"QC","IN",30,"103",-3.71349623070138
"IN","IPU",30,"103",-6.77257689762718
"IPU","IPU",30,"103",-3.16122902569375
"NB2","IPU",30,"103",-7.15192120561051
"ON","IPU",30,"103",-5.5354977212067
"QC","IPU",30,"103",-4.98931470427293
"IN","NB2",30,"103",-8.59730826333517
"IPU","NB2",30,"103",-11.9544244381994
"NB2","NB2",30,"103",-4.95964547181375
"ON","NB2",30,"103",-8.47193248805639
"QC","NB2",30,"103",-8.75439380222204
"IN","ON",30,"103",-8.26327479980632
"IPU","ON",30,"103",-11.6988420781985
"NB2","ON",30,"103",-5.63773799726979
"ON","ON",30,"103",-5.56678695427814
"QC","ON",30,"103",-7.54393780101317
"IN","QC",30,"103",-8.56016539866399
"IPU","QC",30,"103",-10.2618653504636
"NB2","QC",30,"103",-5.75560555771142
"ON","QC",30,"103",-7.69115251701968
"QC","QC",30,"103",-3.62434173591882
"NB2","AB",35,"103",-7.56675404280962
"ON","AB",35,"103",-6.38239766875283
"QC","AB",35,"103",-8.50268764558739
"NB2","IN",35,"103",-9.5477675754397
"ON","IN",35,"103",-7.03170456997818
"QC","IN",35,"103",-7.95333775245084
"NB2","IPU",35,"103",-9.39192571993941
"ON","IPU",35,"103",-5.39026739039376
"QC","IPU",35,"103",-10.435178494663
"NB2","NB2",35,"103",-5.70814318049931
"ON","NB2",35,"103",-17.008040785131
"QC","NB2",35,"103",-9.45033683955923
"NB2","ON",35,"103",-6.61562220411569
"ON","ON",35,"103",-5.79099957495643
"QC","ON",35,"103",-7.59231652142274
"NB2","QC",35,"103",-5.96444685508981
"ON","QC",35,"103",-10.8169354542854
"QC","QC",35,"103",-6.78926144890194
"IPU","AB",5,"104",-16.2541901960584
"IPU","IN",5,"104",-36.200542960722
"IPU","IPU",5,"104",-13.4842360081197
"IPU","NB2",5,"104",-46.9939076518992
"IPU","ON",5,"104",-75.9073654900415
"IPU","QC",5,"104",-66.4347139303899
"NB2","AB",10,"104",-5.29921861371661
"ON","AB",10,"104",-5.25938108336305
"QC","AB",10,"104",-5.14721993853839
"NB2","IN",10,"104",-7.81035953355246
"ON","IN",10,"104",-7.90259787087358
"QC","IN",10,"104",-6.37755551885521
"NB2","IPU",10,"104",-6.04744812523673
"ON","IPU",10,"104",-4.57329100469562
"QC","IPU",10,"104",-4.26621691168043
"NB2","NB2",10,"104",-3.79805346564396
"ON","NB2",10,"104",-6.35021639338462
"QC","NB2",10,"104",-6.91759929321586
"NB2","ON",10,"104",-7.12401045217153
"ON","ON",10,"104",-3.32822212543528
"QC","ON",10,"104",-7.01119106347805
"NB2","QC",10,"104",-6.75780662582885
"ON","QC",10,"104",-6.38456980312889
"QC","QC",10,"104",-3.43775085154107
"IPU","AB",15,"104",-9.55632895731855
"IPU","IN",15,"104",-7.49522619599368
"IPU","IPU",15,"104",-6.7617934923038
"IPU","NB2",15,"104",-29.6811838950933
"IPU","ON",15,"104",-34.0648564645662
"IPU","QC",15,"104",-28.8882106253788
"IN","AB",20,"104",-5.37180550720186
"IPU","AB",20,"104",-5.49369100707214
"NB2","AB",20,"104",-6.48047236639739
"ON","AB",20,"104",-6.13679554547411
"QC","AB",20,"104",-9.2747734061941
"IN","IN",20,"104",-3.76468671134072
"IPU","IN",20,"104",-3.93562694971936
"NB2","IN",20,"104",-13.3764350754261
"ON","IN",20,"104",-10.9287931765641
"QC","IN",20,"104",-19.0106899483881
"IN","IPU",20,"104",-4.63364058973952
"IPU","IPU",20,"104",-3.0845474019587
"NB2","IPU",20,"104",-8.4573077828263
"ON","IPU",20,"104",-5.37580137445445
"QC","IPU",20,"104",-15.5100260152742
"IN","NB2",20,"104",-7.64206727779675
"IPU","NB2",20,"104",-11.1166760970973
"NB2","NB2",20,"104",-7.0475751074856
"ON","NB2",20,"104",-6.68899560968435
"QC","NB2",20,"104",-9.63580633102476
"IN","ON",20,"104",-6.29336057482278
"IPU","ON",20,"104",-9.06532469398622
"NB2","ON",20,"104",-7.57554593526674
"ON","ON",20,"104",-4.80290347889943
"QC","ON",20,"104",-9.30728186606633
"IN","QC",20,"104",-7.10902651799226
"IPU","QC",20,"104",-10.6130263651824
"NB2","QC",20,"104",-7.85948144889854
"ON","QC",20,"104",-6.42698620680243
"QC","QC",20,"104",-11.3823163516219
"IPU","AB",25,"104",-6.27186827016012
"QC","AB",25,"104",-5.74640438726622
"IPU","IN",25,"104",-14.3590892407983
"QC","IN",25,"104",-6.95664920068895
"IPU","IPU",25,"104",-8.98692206535145
"QC","IPU",25,"104",-5.51128179685086
"IPU","NB2",25,"104",-5.31828352750768
"QC","NB2",25,"104",-9.64372343039171
"IPU","ON",25,"104",-5.3471333903161
"QC","ON",25,"104",-8.59699840922522
"IPU","QC",25,"104",-4.6708258772791
"QC","QC",25,"104",-6.45651654428693
"IN","AB",30,"104",-8.59591597741018
"IPU","AB",30,"104",-5.08280426240821
"NB2","AB",30,"104",-6.14613251553658
"ON","AB",30,"104",-7.96861696924925
"QC","AB",30,"104",-6.03633972045591
"IN","IN",30,"104",-6.38227621246514
"IPU","IN",30,"104",-4.41375463861908
"NB2","IN",30,"104",-8.06559119155609
"ON","IN",30,"104",-12.7220346791012
"QC","IN",30,"104",-8.02347851876482
"IN","IPU",30,"104",-8.81231615458796
"IPU","IPU",30,"104",-3.72823277700046
"NB2","IPU",30,"104",-5.02007032934272
"ON","IPU",30,"104",-8.74766380299825
"QC","IPU",30,"104",-5.07028974092039
"IN","NB2",30,"104",-7.29070241690544
"IPU","NB2",30,"104",-9.15382785927495
"NB2","NB2",30,"104",-4.32634947675547
"ON","NB2",30,"104",-10.074407607224
"QC","NB2",30,"104",-6.41749186960475
"IN","ON",30,"104",-7.83887997666342
"IPU","ON",30,"104",-7.48991621165211
"NB2","ON",30,"104",-5.51886781820567
"ON","ON",30,"104",-9.50269587853523
"QC","ON",30,"104",-5.73485253136644
"IN","QC",30,"104",-7.15172825045441
"IPU","QC",30,"104",-7.40632337873344
"NB2","QC",30,"104",-5.25135751485216
"ON","QC",30,"104",-9.83352612012468
"QC","QC",30,"104",-4.61493148047663
"NB2","AB",35,"104",-5.72617084769318
"ON","AB",35,"104",-5.22250075848502
"QC","AB",35,"104",-7.03859868431025
"NB2","IN",35,"104",-6.1002714670816
"ON","IN",35,"104",-5.54958699289224
"QC","IN",35,"104",-11.6429002643294
"NB2","IPU",35,"104",-5.65790108219711
"ON","IPU",35,"104",-5.13569055938233
"QC","IPU",35,"104",-12.3883855153693
"NB2","NB2",35,"104",-4.95736362391936
"ON","NB2",35,"104",-8.1744958897377
"QC","NB2",35,"104",-5.20877948704826
"NB2","ON",35,"104",-5.7337836996768
"ON","ON",35,"104",-3.9062063052929
"QC","ON",35,"104",-4.73488307819683
"NB2","QC",35,"104",-5.75340068407943
"ON","QC",35,"104",-5.44421061715176
"QC","QC",35,"104",-7.17528774535479
"IPU","AB",5,"105",-5.24355356978737
"IPU","IN",5,"105",-5.14787171830536
"IPU","IPU",5,"105",-4.02942026679071
"IPU","NB2",5,"105",-8.1895105955754
"IPU","ON",5,"105",-7.53048929698036
"IPU","QC",5,"105",-8.84048383788645
"NB2","AB",10,"105",-6.55505254308692
"ON","AB",10,"105",-5.44142149119943
"QC","AB",10,"105",-5.73958965064755
"NB2","IN",10,"105",-10.3436919525141
"ON","IN",10,"105",-8.02412005981323
"QC","IN",10,"105",-8.76297702103433
"NB2","IPU",10,"105",-8.77217319491925
"ON","IPU",10,"105",-4.54105773126231
"QC","IPU",10,"105",-7.83407625191359
"NB2","NB2",10,"105",-5.41155528361666
"ON","NB2",10,"105",-6.34840928314917
"QC","NB2",10,"105",-6.28258329685087
"NB2","ON",10,"105",-7.37128269311005
"ON","ON",10,"105",-3.36337256782944
"QC","ON",10,"105",-6.93275476043452
"NB2","QC",10,"105",-7.84502450994173
"ON","QC",10,"105",-6.63480576836744
"QC","QC",10,"105",-3.81748726251149
"IPU","AB",15,"105",-9.12050236607599
"IPU","IN",15,"105",-8.55475282617533
"IPU","IPU",15,"105",-7.22857245369605
"IPU","NB2",15,"105",-25.7659318229415
"IPU","ON",15,"105",-28.4669207160833
"IPU","QC",15,"105",-24.7715530805074
"IN","AB",20,"105",-5.74774534731797
"IPU","AB",20,"105",-6.29595472475948
"NB2","AB",20,"105",-6.41808834084834
"ON","AB",20,"105",-5.68971613627479
"QC","AB",20,"105",-7.70535840458462
"IN","IN",20,"105",-5.22945788381336
"IPU","IN",20,"105",-4.12854392817369
"NB2","IN",20,"105",-14.5619544043372
"ON","IN",20,"105",-9.16553525639686
"QC","IN",20,"105",-21.0502930842845
"IN","IPU",20,"105",-6.88472524984608
"IPU","IPU",20,"105",-4.78736826577823
"NB2","IPU",20,"105",-8.074115914807
"ON","IPU",20,"105",-5.84914260724968
"QC","IPU",20,"105",-9.06411653377732
"IN","NB2",20,"105",-8.77221845125936
"IPU","NB2",20,"105",-13.1633693539731
"NB2","NB2",20,"105",-4.41662942107835
"ON","NB2",20,"105",-8.25788247167124
"QC","NB2",20,"105",-6.90605910124288
"IN","ON",20,"105",-7.25465249831928
"IPU","ON",20,"105",-10.8195147120187
"NB2","ON",20,"105",-4.44527328884825
"ON","ON",20,"105",-4.36904147418382
"QC","ON",20,"105",-7.0311534137959
"IN","QC",20,"105",-7.94361438571114
"IPU","QC",20,"105",-12.6067544600985
"NB2","QC",20,"105",-4.83032784366087
"ON","QC",20,"105",-7.58698845843629
"QC","QC",20,"105",-9.82550771413816
"IPU","AB",25,"105",-3.71976421773484
"QC","AB",25,"105",-8.95371559675488
"IPU","IN",25,"105",-4.06608369607881
"QC","IN",25,"105",-16.6250006256003
"IPU","IPU",25,"105",-2.71476503251522
"QC","IPU",25,"105",-8.47298600227852
"IPU","NB2",25,"105",-11.4222222771358
"QC","NB2",25,"105",-5.33764131371541
"IPU","ON",25,"105",-10.238902825987
"QC","ON",25,"105",-4.46837068706307
"IPU","QC",25,"105",-9.58323610816487
"QC","QC",25,"105",-7.98968522534801
"IN","AB",30,"105",-6.81611618278162
"IPU","AB",30,"105",-5.01971488971826
"NB2","AB",30,"105",-7.35888629196034
"ON","AB",30,"105",-6.38448474440552
"QC","AB",30,"105",-5.20797138252849
"IN","IN",30,"105",-7.03443702614994
"IPU","IN",30,"105",-3.53680938931524
"NB2","IN",30,"105",-13.5512375996339
"ON","IN",30,"105",-9.18093343806235
"QC","IN",30,"105",-4.50513383031814
"IN","IPU",30,"105",-8.69033495124031
"IPU","IPU",30,"105",-3.863441894133
"NB2","IPU",30,"105",-12.7057942910297
"ON","IPU",30,"105",-7.61075434318138
"QC","IPU",30,"105",-3.86426034786975
"IN","NB2",30,"105",-4.82143151089831
"IPU","NB2",30,"105",-7.6033883487541
"NB2","NB2",30,"105",-7.01495324953688
"ON","NB2",30,"105",-6.21851987797975
"QC","NB2",30,"105",-7.08076786900146
"IN","ON",30,"105",-4.36423020422337
"IPU","ON",30,"105",-6.9636988368257
"NB2","ON",30,"105",-7.08657962822354
"ON","ON",30,"105",-6.12091482523766
"QC","ON",30,"105",-6.19298674905179
"IN","QC",30,"105",-4.77349430826819
"IPU","QC",30,"105",-6.66067827743323
"NB2","QC",30,"105",-7.27961802736971
"ON","QC",30,"105",-6.00857823885632
"QC","QC",30,"105",-3.11632819400638
"NB2","AB",35,"105",-10.1364148122821
"ON","AB",35,"105",-5.20430387793641
"QC","AB",35,"105",-6.93044849943927
"NB2","IN",35,"105",-16.6939178634771
"ON","IN",35,"105",-4.50763444860149
"QC","IN",35,"105",-4.854749492896
"NB2","IPU",35,"105",-16.5293906897277
"ON","IPU",35,"105",-4.55480940391874
"QC","IPU",35,"105",-6.21863590400597
"NB2","NB2",35,"105",-7.52824486843733
"ON","NB2",35,"105",-12.3159453406967
"QC","NB2",35,"105",-11.2033101011719
"NB2","ON",35,"105",-8.19093600670089
"ON","ON",35,"105",-3.45368723130702
"QC","ON",35,"105",-7.63920246038507
"NB2","QC",35,"105",-7.00953100104853
"ON","QC",35,"105",-7.72862103268917
"QC","QC",35,"105",-5.04549995157359
"IPU","AB",5,"106",-5.34744822903411
"IPU","IN",5,"106",-4.84166675029866
"IPU","IPU",5,"106",-3.36409524257936
"IPU","NB2",5,"106",-10.0285540492994
"IPU","ON",5,"106",-9.31799474291085
"IPU","QC",5,"106",-10.8832118418276
"NB2","AB",10,"106",-5.99725900491067
"ON","AB",10,"106",-5.37890221864351
"QC","AB",10,"106",-5.51319745423453
"NB2","IN",10,"106",-10.2907980394287
"ON","IN",10,"106",-7.8915672356479
"QC","IN",10,"106",-8.6303804252443
"NB2","IPU",10,"106",-7.1379513110259
"ON","IPU",10,"106",-5.65251948561738
"QC","IPU",10,"106",-6.2445047427067
"NB2","NB2",10,"106",-3.93220275158125
"ON","NB2",10,"106",-5.95107029896919
